instant,dteday,season,year,month,hour,holiday,weekday,weather,temperature,feeling_temperature,humidity,wind_speed,casual,registered,total_rent,day_category,humidity_category
12088,2012-05-23,Summer,2012,May,20,No,Wednesday,Mist,0.62,0.5758,83.0,0.0896,28,267,295,Weekday,High
12089,2012-05-23,Summer,2012,May,21,No,Wednesday,Mist,0.62,0.5758,83.0,0.0,24,221,245,Weekday,High
12090,2012-05-23,Summer,2012,May,22,No,Wednesday,Mist,0.62,0.5758,83.0,0.1642,23,136,159,Weekday,High
12091,2012-05-23,Summer,2012,May,23,No,Wednesday,Clear,0.6,0.5606,83.0,0.1343,23,83,106,Weekday,High
12092,2012-05-24,Summer,2012,May,0,No,Thursday,Clear,0.6,0.5606,83.0,0.0896,7,49,56,Weekday,High
12093,2012-05-24,Summer,2012,May,1,No,Thursday,Clear,0.6,0.5455,88.0,0.0896,9,21,30,Weekday,High
12094,2012-05-24,Summer,2012,May,2,No,Thursday,Clear,0.6,0.5455,88.0,0.0,1,15,16,Weekday,High
12095,2012-05-24,Summer,2012,May,3,No,Thursday,Mist,0.6,0.5455,88.0,0.1045,1,3,4,Weekday,High
12096,2012-05-24,Summer,2012,May,4,No,Thursday,Mist,0.6,0.5455,88.0,0.1642,0,5,5,Weekday,High
12097,2012-05-24,Summer,2012,May,5,No,Thursday,Mist,0.6,0.5455,88.0,0.1642,1,29,30,Weekday,High
12098,2012-05-24,Summer,2012,May,6,No,Thursday,Mist,0.6,0.5455,88.0,0.1642,10,146,156,Weekday,High
12099,2012-05-24,Summer,2012,May,7,No,Thursday,Clear,0.6,0.5606,83.0,0.1045,22,393,415,Weekday,High
12100,2012-05-24,Summer,2012,May,8,No,Thursday,Clear,0.62,0.5909,73.0,0.1343,33,659,692,Weekday,High
12101,2012-05-24,Summer,2012,May,9,No,Thursday,Clear,0.62,0.5909,73.0,0.1642,34,267,301,Weekday,High
12102,2012-05-24,Summer,2012,May,10,No,Thursday,Clear,0.64,0.6061,65.0,0.1343,47,138,185,Weekday,High
12103,2012-05-24,Summer,2012,May,11,No,Thursday,Clear,0.66,0.6212,65.0,0.1343,61,160,221,Weekday,High
12104,2012-05-24,Summer,2012,May,12,No,Thursday,Clear,0.7,0.6515,57.99999999999999,0.1045,76,213,289,Weekday,Normal
12105,2012-05-24,Summer,2012,May,13,No,Thursday,Clear,0.72,0.6667,54.0,0.1642,69,233,302,Weekday,Normal
12106,2012-05-24,Summer,2012,May,14,No,Thursday,Clear,0.74,0.6818,55.00000000000001,0.2239,72,180,252,Weekday,Normal
12107,2012-05-24,Summer,2012,May,15,No,Thursday,Clear,0.74,0.6818,55.00000000000001,0.2537,69,222,291,Weekday,Normal
12108,2012-05-24,Summer,2012,May,16,No,Thursday,Clear,0.74,0.6818,55.00000000000001,0.3582,61,329,390,Weekday,Normal
12109,2012-05-24,Summer,2012,May,17,No,Thursday,Clear,0.74,0.6818,55.00000000000001,0.2836,120,678,798,Weekday,Normal
12110,2012-05-24,Summer,2012,May,18,No,Thursday,Clear,0.72,0.6667,54.0,0.3284,118,634,752,Weekday,Normal
12111,2012-05-24,Summer,2012,May,19,No,Thursday,Clear,0.7,0.6515,61.0,0.2985,76,416,492,Weekday,High
12112,2012-05-24,Summer,2012,May,20,No,Thursday,Mist,0.66,0.6212,69.0,0.2836,55,343,398,Weekday,High
12113,2012-05-24,Summer,2012,May,21,No,Thursday,Light Rain,0.64,0.5909,78.0,0.1642,48,237,285,Weekday,High
12114,2012-05-24,Summer,2012,May,22,No,Thursday,Mist,0.64,0.5909,78.0,0.1045,33,210,243,Weekday,High
12115,2012-05-24,Summer,2012,May,23,No,Thursday,Mist,0.64,0.5909,78.0,0.1343,36,131,167,Weekday,High
12116,2012-05-25,Summer,2012,May,0,No,Friday,Clear,0.62,0.5758,83.0,0.1343,10,63,73,Weekday,High
12117,2012-05-25,Summer,2012,May,1,No,Friday,Clear,0.62,0.5758,83.0,0.0896,8,34,42,Weekday,High
12118,2012-05-25,Summer,2012,May,2,No,Friday,Mist,0.62,0.5758,83.0,0.0,7,16,23,Weekday,High
12119,2012-05-25,Summer,2012,May,3,No,Friday,Mist,0.62,0.5606,88.0,0.1045,8,6,14,Weekday,High
12120,2012-05-25,Summer,2012,May,4,No,Friday,Mist,0.62,0.5606,88.0,0.0,3,6,9,Weekday,High
12121,2012-05-25,Summer,2012,May,5,No,Friday,Mist,0.62,0.5606,88.0,0.0896,2,28,30,Weekday,High
12122,2012-05-25,Summer,2012,May,6,No,Friday,Mist,0.62,0.5606,88.0,0.1045,5,108,113,Weekday,High
12123,2012-05-25,Summer,2012,May,7,No,Friday,Mist,0.62,0.5606,88.0,0.1642,7,352,359,Weekday,High
12124,2012-05-25,Summer,2012,May,8,No,Friday,Mist,0.64,0.5758,89.0,0.1045,32,551,583,Weekday,High
12125,2012-05-25,Summer,2012,May,9,No,Friday,Mist,0.64,0.5758,89.0,0.1343,52,288,340,Weekday,High
12126,2012-05-25,Summer,2012,May,10,No,Friday,Clear,0.68,0.6364,79.0,0.1642,69,163,232,Weekday,High
12127,2012-05-25,Summer,2012,May,11,No,Friday,Clear,0.68,0.6364,79.0,0.1343,90,193,283,Weekday,High
12128,2012-05-25,Summer,2012,May,12,No,Friday,Clear,0.72,0.6818,66.0,0.1045,84,237,321,Weekday,High
12129,2012-05-25,Summer,2012,May,13,No,Friday,Clear,0.74,0.6818,62.0,0.1343,86,247,333,Weekday,High
12130,2012-05-25,Summer,2012,May,14,No,Friday,Clear,0.74,0.6818,57.99999999999999,0.1343,104,263,367,Weekday,Normal
12131,2012-05-25,Summer,2012,May,15,No,Friday,Clear,0.76,0.7121,62.0,0.194,106,360,466,Weekday,High
12132,2012-05-25,Summer,2012,May,16,No,Friday,Clear,0.78,0.7121,52.0,0.2239,137,447,584,Weekday,Normal
12133,2012-05-25,Summer,2012,May,17,No,Friday,Clear,0.76,0.7121,62.0,0.2836,124,529,653,Weekday,High
12134,2012-05-25,Summer,2012,May,18,No,Friday,Clear,0.76,0.7121,62.0,0.194,131,391,522,Weekday,High
12135,2012-05-25,Summer,2012,May,19,No,Friday,Clear,0.74,0.6818,62.0,0.2537,111,293,404,Weekday,High
12136,2012-05-25,Summer,2012,May,20,No,Friday,Clear,0.7,0.6515,65.0,0.1642,80,270,350,Weekday,High
12137,2012-05-25,Summer,2012,May,21,No,Friday,Clear,0.7,0.6515,65.0,0.1343,62,193,255,Weekday,High
12138,2012-05-25,Summer,2012,May,22,No,Friday,Clear,0.66,0.6212,74.0,0.1045,65,147,212,Weekday,High
12139,2012-05-25,Summer,2012,May,23,No,Friday,Clear,0.66,0.6061,78.0,0.2239,34,132,166,Weekday,High
12140,2012-05-26,Summer,2012,May,0,No,Saturday,Clear,0.64,0.5758,83.0,0.1642,18,98,116,Weekend,High
12141,2012-05-26,Summer,2012,May,1,No,Saturday,Clear,0.64,0.5758,83.0,0.1343,18,64,82,Weekend,High
12142,2012-05-26,Summer,2012,May,2,No,Saturday,Clear,0.64,0.5758,89.0,0.1343,9,55,64,Weekend,High
12143,2012-05-26,Summer,2012,May,3,No,Saturday,Clear,0.62,0.5606,88.0,0.1045,9,22,31,Weekend,High
12144,2012-05-26,Summer,2012,May,4,No,Saturday,Clear,0.62,0.5606,88.0,0.1343,0,2,2,Weekend,High
12145,2012-05-26,Summer,2012,May,5,No,Saturday,Clear,0.62,0.5758,83.0,0.2537,0,10,10,Weekend,High
12146,2012-05-26,Summer,2012,May,6,No,Saturday,Clear,0.62,0.5606,88.0,0.194,6,25,31,Weekend,High
12147,2012-05-26,Summer,2012,May,7,No,Saturday,Mist,0.62,0.5606,88.0,0.1642,10,44,54,Weekend,High
12148,2012-05-26,Summer,2012,May,8,No,Saturday,Clear,0.64,0.5909,78.0,0.1343,38,103,141,Weekend,High
12149,2012-05-26,Summer,2012,May,9,No,Saturday,Clear,0.64,0.5758,83.0,0.194,97,192,289,Weekend,High
12150,2012-05-26,Summer,2012,May,10,No,Saturday,Clear,0.68,0.6364,79.0,0.2239,181,256,437,Weekend,High
12151,2012-05-26,Summer,2012,May,11,No,Saturday,Clear,0.7,0.6667,74.0,0.194,208,312,520,Weekend,High
12152,2012-05-26,Summer,2012,May,12,No,Saturday,Clear,0.74,0.697,66.0,0.2239,236,293,529,Weekend,High
12153,2012-05-26,Summer,2012,May,13,No,Saturday,Clear,0.76,0.7273,66.0,0.194,265,274,539,Weekend,High
12154,2012-05-26,Summer,2012,May,14,No,Saturday,Clear,0.76,0.7273,66.0,0.2239,307,257,564,Weekend,High
12155,2012-05-26,Summer,2012,May,15,No,Saturday,Clear,0.76,0.7273,66.0,0.2836,274,239,513,Weekend,High
12156,2012-05-26,Summer,2012,May,16,No,Saturday,Clear,0.78,0.7273,55.00000000000001,0.2537,261,243,504,Weekend,Normal
12157,2012-05-26,Summer,2012,May,17,No,Saturday,Mist,0.78,0.7121,52.0,0.2537,235,227,462,Weekend,Normal
12158,2012-05-26,Summer,2012,May,18,No,Saturday,Mist,0.76,0.697,52.0,0.194,199,216,415,Weekend,Normal
12159,2012-05-26,Summer,2012,May,19,No,Saturday,Mist,0.74,0.697,66.0,0.2239,159,214,373,Weekend,High
12160,2012-05-26,Summer,2012,May,20,No,Saturday,Mist,0.74,0.6818,55.00000000000001,0.194,103,152,255,Weekend,Normal
12161,2012-05-26,Summer,2012,May,21,No,Saturday,Mist,0.72,0.6818,62.0,0.194,100,151,251,Weekend,High
12162,2012-05-26,Summer,2012,May,22,No,Saturday,Clear,0.7,0.6667,74.0,0.2537,86,118,204,Weekend,High
12163,2012-05-26,Summer,2012,May,23,No,Saturday,Clear,0.7,0.6667,74.0,0.2537,36,114,150,Weekend,High
12164,2012-05-27,Summer,2012,May,0,No,Sunday,Mist,0.68,0.6364,69.0,0.1642,48,89,137,Weekend,High
12165,2012-05-27,Summer,2012,May,1,No,Sunday,Clear,0.66,0.6212,74.0,0.2239,17,61,78,Weekend,High
12166,2012-05-27,Summer,2012,May,2,No,Sunday,Clear,0.64,0.6061,73.0,0.2239,16,45,61,Weekend,High
12167,2012-05-27,Summer,2012,May,3,No,Sunday,Clear,0.64,0.6061,73.0,0.1642,11,25,36,Weekend,High
12168,2012-05-27,Summer,2012,May,4,No,Sunday,Clear,0.62,0.5758,83.0,0.194,4,7,11,Weekend,High
12169,2012-05-27,Summer,2012,May,5,No,Sunday,Clear,0.62,0.5758,83.0,0.194,2,5,7,Weekend,High
12170,2012-05-27,Summer,2012,May,6,No,Sunday,Clear,0.62,0.5758,83.0,0.1642,8,14,22,Weekend,High
12171,2012-05-27,Summer,2012,May,7,No,Sunday,Clear,0.62,0.5606,88.0,0.1642,22,30,52,Weekend,High
12172,2012-05-27,Summer,2012,May,8,No,Sunday,Clear,0.64,0.5758,83.0,0.194,69,82,151,Weekend,High
12173,2012-05-27,Summer,2012,May,9,No,Sunday,Clear,0.66,0.6061,83.0,0.2239,130,140,270,Weekend,High
12174,2012-05-27,Summer,2012,May,10,No,Sunday,Clear,0.68,0.6364,74.0,0.2537,209,215,424,Weekend,High
12175,2012-05-27,Summer,2012,May,11,No,Sunday,Clear,0.72,0.6818,66.0,0.2239,268,251,519,Weekend,High
12176,2012-05-27,Summer,2012,May,12,No,Sunday,Clear,0.74,0.697,66.0,0.2537,301,269,570,Weekend,High
12177,2012-05-27,Summer,2012,May,13,No,Sunday,Clear,0.76,0.7121,57.99999999999999,0.194,270,228,498,Weekend,Normal
12178,2012-05-27,Summer,2012,May,14,No,Sunday,Clear,0.76,0.7121,57.99999999999999,0.2537,317,230,547,Weekend,Normal
12179,2012-05-27,Summer,2012,May,15,No,Sunday,Clear,0.78,0.7121,52.0,0.2836,290,245,535,Weekend,Normal
12180,2012-05-27,Summer,2012,May,16,No,Sunday,Clear,0.78,0.7121,52.0,0.2836,258,243,501,Weekend,Normal
12181,2012-05-27,Summer,2012,May,17,No,Sunday,Clear,0.78,0.7121,49.0,0.2985,275,247,522,Weekend,Normal
12182,2012-05-27,Summer,2012,May,18,No,Sunday,Clear,0.76,0.7121,57.99999999999999,0.2985,266,252,518,Weekend,Normal
12183,2012-05-27,Summer,2012,May,19,No,Sunday,Clear,0.76,0.7121,57.99999999999999,0.194,230,212,442,Weekend,Normal
12184,2012-05-27,Summer,2012,May,20,No,Sunday,Clear,0.74,0.6818,55.00000000000001,0.1642,168,224,392,Weekend,Normal
12185,2012-05-27,Summer,2012,May,21,No,Sunday,Light Rain,0.66,0.6212,69.0,0.4179,64,79,143,Weekend,High
12186,2012-05-27,Summer,2012,May,22,No,Sunday,Light Rain,0.62,0.5758,83.0,0.0,9,50,59,Weekend,High
12187,2012-05-27,Summer,2012,May,23,No,Sunday,Light Rain,0.62,0.5758,83.0,0.1343,31,65,96,Weekend,High
12188,2012-05-28,Summer,2012,May,0,Yes,Monday,Clear,0.62,0.5758,83.0,0.2239,21,44,65,Weekday,High
12189,2012-05-28,Summer,2012,May,1,Yes,Monday,Mist,0.62,0.5909,78.0,0.2985,14,45,59,Weekday,High
12190,2012-05-28,Summer,2012,May,2,Yes,Monday,Clear,0.6,0.5606,83.0,0.2239,20,28,48,Weekday,High
12191,2012-05-28,Summer,2012,May,3,Yes,Monday,Clear,0.62,0.5909,73.0,0.1642,6,12,18,Weekday,High
12192,2012-05-28,Summer,2012,May,4,Yes,Monday,Clear,0.6,0.5758,78.0,0.1343,2,4,6,Weekday,High
12193,2012-05-28,Summer,2012,May,5,Yes,Monday,Clear,0.6,0.5758,78.0,0.1343,4,5,9,Weekday,High
12194,2012-05-28,Summer,2012,May,6,Yes,Monday,Clear,0.62,0.5909,73.0,0.1642,6,14,20,Weekday,High
12195,2012-05-28,Summer,2012,May,7,Yes,Monday,Clear,0.62,0.5909,78.0,0.1045,24,43,67,Weekday,High
12196,2012-05-28,Summer,2012,May,8,Yes,Monday,Clear,0.66,0.6212,69.0,0.0,62,93,155,Weekday,High
12197,2012-05-28,Summer,2012,May,9,Yes,Monday,Clear,0.7,0.6515,61.0,0.0,121,142,263,Weekday,High
12198,2012-05-28,Summer,2012,May,10,Yes,Monday,Clear,0.7,0.6515,61.0,0.0,189,175,364,Weekday,High
12199,2012-05-28,Summer,2012,May,11,Yes,Monday,Clear,0.72,0.6818,66.0,0.1343,254,222,476,Weekday,High
12200,2012-05-28,Summer,2012,May,12,Yes,Monday,Clear,0.76,0.7121,62.0,0.1343,233,292,525,Weekday,High
12201,2012-05-28,Summer,2012,May,13,Yes,Monday,Clear,0.8,0.7879,63.0,0.2836,272,284,556,Weekday,High
12202,2012-05-28,Summer,2012,May,14,Yes,Monday,Clear,0.8,0.7879,63.0,0.2836,238,227,465,Weekday,High
12203,2012-05-28,Summer,2012,May,15,Yes,Monday,Clear,0.82,0.7879,56.00000000000001,0.2985,181,279,460,Weekday,Normal
12204,2012-05-28,Summer,2012,May,16,Yes,Monday,Clear,0.82,0.7879,56.00000000000001,0.3284,223,278,501,Weekday,Normal
12205,2012-05-28,Summer,2012,May,17,Yes,Monday,Clear,0.82,0.7879,56.00000000000001,0.2985,158,247,405,Weekday,Normal
12206,2012-05-28,Summer,2012,May,18,Yes,Monday,Clear,0.8,0.7727,59.0,0.2985,132,251,383,Weekday,Normal
12207,2012-05-28,Summer,2012,May,19,Yes,Monday,Clear,0.8,0.7576,55.00000000000001,0.2985,148,247,395,Weekday,Normal
12208,2012-05-28,Summer,2012,May,20,Yes,Monday,Clear,0.78,0.7424,62.0,0.2985,114,203,317,Weekday,High
12209,2012-05-28,Summer,2012,May,21,Yes,Monday,Clear,0.76,0.7273,66.0,0.2836,66,181,247,Weekday,High
12210,2012-05-28,Summer,2012,May,22,Yes,Monday,Clear,0.74,0.697,70.0,0.1642,47,110,157,Weekday,High
12211,2012-05-28,Summer,2012,May,23,Yes,Monday,Clear,0.72,0.697,74.0,0.1642,22,60,82,Weekday,High
12212,2012-05-29,Summer,2012,May,0,No,Tuesday,Clear,0.7,0.6667,79.0,0.194,12,33,45,Weekday,High
12213,2012-05-29,Summer,2012,May,1,No,Tuesday,Clear,0.7,0.6667,79.0,0.194,1,13,14,Weekday,High
12214,2012-05-29,Summer,2012,May,2,No,Tuesday,Clear,0.68,0.6364,83.0,0.1343,0,8,8,Weekday,High
12215,2012-05-29,Summer,2012,May,3,No,Tuesday,Clear,0.68,0.6364,79.0,0.2836,1,2,3,Weekday,High
12216,2012-05-29,Summer,2012,May,4,No,Tuesday,Clear,0.66,0.6061,78.0,0.2239,0,5,5,Weekday,High
12217,2012-05-29,Summer,2012,May,5,No,Tuesday,Clear,0.66,0.6061,78.0,0.2239,1,32,33,Weekday,High
12218,2012-05-29,Summer,2012,May,6,No,Tuesday,Clear,0.66,0.6061,78.0,0.2239,9,145,154,Weekday,High
12219,2012-05-29,Summer,2012,May,7,No,Tuesday,Clear,0.66,0.6061,78.0,0.2239,19,431,450,Weekday,High
12220,2012-05-29,Summer,2012,May,8,No,Tuesday,Clear,0.7,0.6667,74.0,0.194,46,588,634,Weekday,High
12221,2012-05-29,Summer,2012,May,9,No,Tuesday,Clear,0.72,0.6818,70.0,0.2537,26,231,257,Weekday,High
12222,2012-05-29,Summer,2012,May,10,No,Tuesday,Clear,0.74,0.697,70.0,0.2985,67,116,183,Weekday,High
12223,2012-05-29,Summer,2012,May,11,No,Tuesday,Clear,0.76,0.7121,62.0,0.2985,50,147,197,Weekday,High
12224,2012-05-29,Summer,2012,May,12,No,Tuesday,Clear,0.8,0.7576,55.00000000000001,0.3284,56,181,237,Weekday,Normal
12225,2012-05-29,Summer,2012,May,13,No,Tuesday,Clear,0.82,0.7727,52.0,0.3881,63,176,239,Weekday,Normal
12226,2012-05-29,Summer,2012,May,14,No,Tuesday,Clear,0.82,0.7727,52.0,0.4179,80,158,238,Weekday,Normal
12227,2012-05-29,Summer,2012,May,15,No,Tuesday,Clear,0.82,0.7727,49.0,0.3881,71,185,256,Weekday,Normal
12228,2012-05-29,Summer,2012,May,16,No,Tuesday,Clear,0.82,0.7727,49.0,0.4925,73,320,393,Weekday,Normal
12229,2012-05-29,Summer,2012,May,17,No,Tuesday,Clear,0.82,0.7576,46.0,0.4179,107,674,781,Weekday,Normal
12230,2012-05-29,Summer,2012,May,18,No,Tuesday,Clear,0.8,0.7424,49.0,0.4925,78,632,710,Weekday,Normal
12231,2012-05-29,Summer,2012,May,19,No,Tuesday,Clear,0.78,0.7121,52.0,0.3582,69,457,526,Weekday,Normal
12232,2012-05-29,Summer,2012,May,20,No,Tuesday,Light Rain,0.7,0.6515,61.0,0.5224,36,168,204,Weekday,High
12233,2012-05-29,Summer,2012,May,21,No,Tuesday,Light Rain,0.6,0.5455,88.0,0.4478,3,68,71,Weekday,High
12234,2012-05-29,Summer,2012,May,22,No,Tuesday,Mist,0.62,0.5606,88.0,0.0896,2,53,55,Weekday,High
12235,2012-05-29,Summer,2012,May,23,No,Tuesday,Light Rain,0.62,0.5455,94.0,0.0,10,40,50,Weekday,High
12236,2012-05-30,Summer,2012,May,0,No,Wednesday,Light Rain,0.64,0.5758,89.0,0.1045,4,32,36,Weekday,High
12237,2012-05-30,Summer,2012,May,1,No,Wednesday,Light Rain,0.64,0.5758,89.0,0.194,0,4,4,Weekday,High
12238,2012-05-30,Summer,2012,May,2,No,Wednesday,Light Rain,0.62,0.5455,94.0,0.0896,1,4,5,Weekday,High
12239,2012-05-30,Summer,2012,May,3,No,Wednesday,Light Rain,0.62,0.5606,88.0,0.1343,0,5,5,Weekday,High
12240,2012-05-30,Summer,2012,May,4,No,Wednesday,Mist,0.62,0.5606,88.0,0.1343,0,6,6,Weekday,High
12241,2012-05-30,Summer,2012,May,5,No,Wednesday,Mist,0.62,0.5909,78.0,0.1343,1,40,41,Weekday,High
12242,2012-05-30,Summer,2012,May,6,No,Wednesday,Mist,0.6,0.5758,78.0,0.1045,5,139,144,Weekday,High
12243,2012-05-30,Summer,2012,May,7,No,Wednesday,Light Rain,0.6,0.5758,78.0,0.194,14,469,483,Weekday,High
12244,2012-05-30,Summer,2012,May,8,No,Wednesday,Mist,0.6,0.5909,73.0,0.1642,29,642,671,Weekday,High
12245,2012-05-30,Summer,2012,May,9,No,Wednesday,Mist,0.62,0.6061,69.0,0.194,23,282,305,Weekday,High
12246,2012-05-30,Summer,2012,May,10,No,Wednesday,Mist,0.62,0.6061,69.0,0.2836,39,138,177,Weekday,High
12247,2012-05-30,Summer,2012,May,11,No,Wednesday,Mist,0.66,0.6212,65.0,0.194,53,155,208,Weekday,High
12248,2012-05-30,Summer,2012,May,12,No,Wednesday,Clear,0.7,0.6515,54.0,0.0,33,220,253,Weekday,Normal
12249,2012-05-30,Summer,2012,May,13,No,Wednesday,Clear,0.7,0.6515,51.0,0.0,53,236,289,Weekday,Normal
12250,2012-05-30,Summer,2012,May,14,No,Wednesday,Clear,0.72,0.6515,42.0,0.1343,44,208,252,Weekday,Normal
12251,2012-05-30,Summer,2012,May,15,No,Wednesday,Clear,0.72,0.6667,51.0,0.1343,54,221,275,Weekday,Normal
12252,2012-05-30,Summer,2012,May,16,No,Wednesday,Clear,0.72,0.6667,51.0,0.1642,46,352,398,Weekday,Normal
12253,2012-05-30,Summer,2012,May,17,No,Wednesday,Clear,0.74,0.6667,48.0,0.0896,83,756,839,Weekday,Normal
12254,2012-05-30,Summer,2012,May,18,No,Wednesday,Clear,0.74,0.6667,48.0,0.1642,50,746,796,Weekday,Normal
12255,2012-05-30,Summer,2012,May,19,No,Wednesday,Clear,0.72,0.6667,54.0,0.1642,50,506,556,Weekday,Normal
12256,2012-05-30,Summer,2012,May,20,No,Wednesday,Mist,0.54,0.5152,60.0,0.1343,57,374,431,Weekday,Normal
12257,2012-05-30,Summer,2012,May,21,No,Wednesday,Clear,0.68,0.6364,56.99999999999999,0.1045,41,263,304,Weekday,Normal
12258,2012-05-30,Summer,2012,May,22,No,Wednesday,Clear,0.66,0.6212,69.0,0.1045,26,191,217,Weekday,High
12259,2012-05-30,Summer,2012,May,23,No,Wednesday,Clear,0.66,0.6212,65.0,0.1045,39,121,160,Weekday,High
12260,2012-05-31,Summer,2012,May,0,No,Thursday,Clear,0.64,0.6061,69.0,0.1343,13,48,61,Weekday,High
12261,2012-05-31,Summer,2012,May,1,No,Thursday,Clear,0.64,0.6061,69.0,0.0896,4,22,26,Weekday,High
12262,2012-05-31,Summer,2012,May,2,No,Thursday,Clear,0.64,0.6061,65.0,0.0896,6,8,14,Weekday,High
12263,2012-05-31,Summer,2012,May,3,No,Thursday,Clear,0.62,0.6061,69.0,0.0896,0,8,8,Weekday,High
12264,2012-05-31,Summer,2012,May,4,No,Thursday,Clear,0.62,0.6061,69.0,0.0,0,8,8,Weekday,High
12265,2012-05-31,Summer,2012,May,5,No,Thursday,Clear,0.62,0.6061,69.0,0.2537,1,32,33,Weekday,High
12266,2012-05-31,Summer,2012,May,6,No,Thursday,Clear,0.6,0.5909,73.0,0.2239,7,171,178,Weekday,High
12267,2012-05-31,Summer,2012,May,7,No,Thursday,Clear,0.6,0.6061,64.0,0.2836,18,489,507,Weekday,High
12268,2012-05-31,Summer,2012,May,8,No,Thursday,Clear,0.62,0.6212,56.99999999999999,0.2537,18,675,693,Weekday,Normal
12269,2012-05-31,Summer,2012,May,9,No,Thursday,Clear,0.66,0.6212,47.0,0.2537,47,264,311,Weekday,Normal
12270,2012-05-31,Summer,2012,May,10,No,Thursday,Clear,0.7,0.6364,39.0,0.3881,65,155,220,Weekday,Normal
12271,2012-05-31,Summer,2012,May,11,No,Thursday,Clear,0.72,0.6515,37.0,0.2836,65,153,218,Weekday,Normal
12272,2012-05-31,Summer,2012,May,12,No,Thursday,Clear,0.72,0.6515,37.0,0.194,62,230,292,Weekday,Normal
12273,2012-05-31,Summer,2012,May,13,No,Thursday,Clear,0.74,0.6515,35.0,0.1343,77,216,293,Weekday,Normal
12274,2012-05-31,Summer,2012,May,14,No,Thursday,Clear,0.76,0.6667,31.0,0.194,61,193,254,Weekday,Normal
12275,2012-05-31,Summer,2012,May,15,No,Thursday,Clear,0.76,0.6667,33.0,0.2985,81,209,290,Weekday,Normal
12276,2012-05-31,Summer,2012,May,16,No,Thursday,Clear,0.76,0.6667,33.0,0.2836,103,384,487,Weekday,Normal
12277,2012-05-31,Summer,2012,May,17,No,Thursday,Clear,0.76,0.6667,31.0,0.1642,85,742,827,Weekday,Normal
12278,2012-05-31,Summer,2012,May,18,No,Thursday,Clear,0.74,0.6515,30.0,0.194,85,700,785,Weekday,Low
12279,2012-05-31,Summer,2012,May,19,No,Thursday,Clear,0.72,0.6515,34.0,0.1642,104,487,591,Weekday,Normal
12280,2012-05-31,Summer,2012,May,20,No,Thursday,Clear,0.68,0.6364,44.0,0.1642,88,391,479,Weekday,Normal
12281,2012-05-31,Summer,2012,May,21,No,Thursday,Clear,0.68,0.6364,44.0,0.1642,41,318,359,Weekday,Normal
12282,2012-05-31,Summer,2012,May,22,No,Thursday,Clear,0.66,0.6212,50.0,0.1642,43,221,264,Weekday,Normal
12283,2012-05-31,Summer,2012,May,23,No,Thursday,Clear,0.66,0.6212,54.0,0.2239,26,114,140,Weekday,Normal
12284,2012-06-01,Summer,2012,June,0,No,Friday,Clear,0.66,0.6212,50.0,0.2537,10,76,86,Weekday,Normal
12285,2012-06-01,Summer,2012,June,1,No,Friday,Clear,0.64,0.6212,53.0,0.2239,0,34,34,Weekday,Normal
12286,2012-06-01,Summer,2012,June,2,No,Friday,Clear,0.64,0.6212,56.99999999999999,0.2239,3,13,16,Weekday,Normal
12287,2012-06-01,Summer,2012,June,3,No,Friday,Mist,0.62,0.5909,73.0,0.0896,0,4,4,Weekday,High
12288,2012-06-01,Summer,2012,June,4,No,Friday,Mist,0.62,0.5909,73.0,0.0896,1,5,6,Weekday,High
12289,2012-06-01,Summer,2012,June,5,No,Friday,Mist,0.62,0.5909,78.0,0.0896,4,41,45,Weekday,High
12290,2012-06-01,Summer,2012,June,6,No,Friday,Light Rain,0.62,0.5606,88.0,0.1343,5,136,141,Weekday,High
12291,2012-06-01,Summer,2012,June,7,No,Friday,Mist,0.64,0.5758,89.0,0.194,33,369,402,Weekday,High
12292,2012-06-01,Summer,2012,June,8,No,Friday,Mist,0.64,0.5758,89.0,0.194,19,675,694,Weekday,High
12293,2012-06-01,Summer,2012,June,9,No,Friday,Mist,0.64,0.5758,83.0,0.2239,24,274,298,Weekday,High
12294,2012-06-01,Summer,2012,June,10,No,Friday,Mist,0.66,0.6061,78.0,0.2836,49,155,204,Weekday,High
12295,2012-06-01,Summer,2012,June,11,No,Friday,Mist,0.7,0.6667,74.0,0.2836,42,193,235,Weekday,High
12296,2012-06-01,Summer,2012,June,12,No,Friday,Mist,0.7,0.6667,74.0,0.3582,72,238,310,Weekday,High
12297,2012-06-01,Summer,2012,June,13,No,Friday,Clear,0.72,0.6818,70.0,0.2985,76,240,316,Weekday,High
12298,2012-06-01,Summer,2012,June,14,No,Friday,Light Rain,0.72,0.6818,66.0,0.2836,55,199,254,Weekday,High
12299,2012-06-01,Summer,2012,June,15,No,Friday,Light Rain,0.72,0.6818,66.0,0.2836,45,213,258,Weekday,High
12300,2012-06-01,Summer,2012,June,16,No,Friday,Light Rain,0.74,0.6818,57.99999999999999,0.4478,36,186,222,Weekday,Normal
12301,2012-06-01,Summer,2012,June,17,No,Friday,Light Rain,0.7,0.6515,70.0,0.2537,25,202,227,Weekday,High
12302,2012-06-01,Summer,2012,June,18,No,Friday,Light Rain,0.62,0.5606,88.0,0.3582,10,100,110,Weekday,High
12303,2012-06-01,Summer,2012,June,19,No,Friday,Light Rain,0.62,0.5606,88.0,0.3582,4,41,45,Weekday,High
12304,2012-06-01,Summer,2012,June,20,No,Friday,Light Rain,0.62,0.5455,94.0,0.2537,1,38,39,Weekday,High
